n_trees,rep,accuracy_fitted,accuracy_init,fitness
15,22,0.8944444444444445,0.9055555555555556,0.6604953083764564
15,23,0.8861111111111111,0.8916666666666667,0.6328004566794141
15,24,0.8694444444444445,0.8777777777777778,0.6340603630218292
15,25,0.8805555555555555,0.8833333333333333,0.6394342747151169
15,26,0.9111111111111111,0.9083333333333333,0.6439792047427515
15,27,0.9083333333333333,0.9055555555555556,0.6521654912764505
15,28,0.8805555555555555,0.8777777777777778,0.638289744081166
15,29,0.85,0.8194444444444444,0.6423288630487886
20,0,0.9194444444444444,0.9277777777777778,0.6682750727204034
20,1,0.9194444444444444,0.9083333333333333,0.6318023366054532
20,2,0.9222222222222223,0.9055555555555556,0.6361544446804333
20,3,0.9055555555555556,0.8944444444444445,0.6387128811475156
20,4,0.8527777777777777,0.8861111111111111,0.639423292581347
20,5,0.8944444444444445,0.9,0.6475923060264428
20,6,0.8972222222222223,0.8833333333333333,0.6466750188056597
20,7,0.8972222222222223,0.9083333333333333,0.6610426732623881
20,8,0.9194444444444444,0.9194444444444444,0.6640818280510057
20,9,0.9083333333333333,0.9,0.6646682323113023
20,10,0.8833333333333333,0.9111111111111111,0.6343244248171187
20,11,0.8972222222222223,0.8972222222222223,0.637899183003227
20,12,0.9083333333333333,0.8916666666666667,0.6469551323404166
20,13,0.8944444444444445,0.8916666666666667,0.6659279929986868
20,14,0.9083333333333333,0.8888888888888888,0.6495317930229354
20,15,0.9222222222222223,0.9,0.6359095394717211
20,16,0.8944444444444445,0.8916666666666667,0.6503004100092852
20,17,0.9277777777777778,0.9472222222222222,0.6711622061991034
20,18,0.875,0.9,0.6662606948074976
20,19,0.8888888888888888,0.9055555555555556,0.6529521162440862
20,20,0.8972222222222223,0.9,0.6355617532629974
20,21,0.8833333333333333,0.8777777777777778,0.6544445258276675
20,22,0.8916666666666667,0.8972222222222223,0.6444239951755258
20,23,0.8861111111111111,0.9083333333333333,0.6331249989485739
20,24,0.8777777777777778,0.8888888888888888,0.6647592486694822
20,25,0.9027777777777778,0.8972222222222223,0.6496435781909308
20,26,0.8944444444444445,0.9111111111111111,0.6412161921985144
20,27,0.9111111111111111,0.8972222222222223,0.6484186720623286
20,28,0.875,0.8805555555555555,0.6505204272369933
20,29,0.9111111111111111,0.9111111111111111,0.646352089894807
5,0,0.7055555555555556,0.6888888888888889,0.7847222222222222
5,1,0.8083333333333333,0.7972222222222223,0.8680555555555556
5,2,0.75,0.7444444444444445,0.7916666666666666
5,3,0.7361111111111112,0.7388888888888889,0.875
5,4,0.7361111111111112,0.6972222222222222,0.8055555555555556
5,5,0.6666666666666666,0.6583333333333333,0.7569444444444444
5,6,0.725,0.7111111111111111,0.7569444444444444
5,7,0.7555555555555555,0.7611111111111111,0.8194444444444444
5,8,0.7388888888888889,0.7555555555555555,0.7847222222222222
5,9,0.7833333333333333,0.7416666666666667,0.7777777777777778
5,10,0.7361111111111112,0.7222222222222222,0.8055555555555556
5,11,0.7444444444444445,0.7388888888888889,0.8194444444444444
5,12,0.7305555555555555,0.7138888888888889,0.7569444444444444
5,13,0.7666666666666667,0.7583333333333333,0.8958333333333334
5,14,0.7388888888888889,0.7333333333333333,0.7847222222222222
5,15,0.7805555555555556,0.7611111111111111,0.8472222222222222
5,16,0.7055555555555556,0.7638888888888888,0.7916666666666666
5,17,0.6361111111111111,0.625,0.7013888888888888
5,18,0.7333333333333333,0.7444444444444445,0.7638888888888888
5,19,0.7416666666666667,0.7638888888888888,0.8333333333333334
5,20,0.6777777777777778,0.7222222222222222,0.7986111111111112
5,21,0.7333333333333333,0.7333333333333333,0.8333333333333334
5,22,0.7111111111111111,0.7027777777777777,0.8125
5,23,0.75,0.775,0.8125
5,24,0.7583333333333333,0.7555555555555555,0.8125
5,25,0.7472222222222222,0.7388888888888889,0.7986111111111112
5,26,0.7583333333333333,0.7277777777777777,0.7847222222222222
5,27,0.7888888888888889,0.7666666666666667,0.8680555555555556
5,28,0.7027777777777777,0.7027777777777777,0.7986111111111112
5,29,0.7416666666666667,0.7416666666666667,0.7708333333333334
10,0,0.8333333333333334,0.8583333333333333,0.8680555555555556
10,1,0.8166666666666667,0.8416666666666667,0.9027777777777778
10,2,0.8722222222222222,0.8416666666666667,0.9166666666666666
10,3,0.8638888888888889,0.8638888888888889,0.9166666666666666
10,4,0.8166666666666667,0.8166666666666667,0.9375
10,5,0.85,0.8388888888888889,0.8819444444444444
10,6,0.8444444444444444,0.8611111111111112,0.8888888888888888
10,7,0.9,0.8861111111111111,0.9444444444444444
10,8,0.7888888888888889,0.775,0.8194444444444444
10,9,0.9055555555555556,0.9,0.9375
10,10,0.8555555555555555,0.8638888888888889,0.9583333333333334
10,11,0.8222222222222222,0.8472222222222222,0.9166666666666666
10,12,0.8972222222222223,0.9,0.9097222222222222
10,13,0.8138888888888889,0.8,0.8680555555555556
10,14,0.8416666666666667,0.8555555555555555,0.9305555555555556
10,15,0.7666666666666667,0.7972222222222223,0.8125
10,16,0.8111111111111111,0.7972222222222223,0.8472222222222222
10,17,0.8611111111111112,0.825,0.8888888888888888
10,18,0.8694444444444445,0.8805555555555555,0.9236111111111112
10,19,0.8083333333333333,0.7972222222222223,0.9166666666666666
10,20,0.8333333333333334,0.8416666666666667,0.8888888888888888
10,21,0.8194444444444444,0.8194444444444444,0.9236111111111112
10,22,0.8055555555555556,0.7861111111111111,0.8541666666666666
10,23,0.8861111111111111,0.8555555555555555,0.9236111111111112
10,24,0.8472222222222222,0.8583333333333333,0.8819444444444444
10,25,0.8444444444444444,0.8166666666666667,0.9027777777777778
10,26,0.8888888888888888,0.8861111111111111,0.9305555555555556
10,27,0.8194444444444444,0.8416666666666667,0.8055555555555556
10,28,0.8472222222222222,0.8611111111111112,0.8888888888888888
10,29,0.7972222222222223,0.7833333333333333,0.8194444444444444
15,0,0.8694444444444445,0.8416666666666667,0.9305555555555556
15,1,0.8861111111111111,0.8861111111111111,0.9375
15,2,0.8583333333333333,0.85,0.9027777777777778
15,3,0.8888888888888888,0.8805555555555555,0.9583333333333334
15,4,0.8666666666666667,0.8555555555555555,0.9513888888888888
15,5,0.8527777777777777,0.8861111111111111,0.8611111111111112
15,6,0.9,0.9138888888888889,0.9583333333333334
15,7,0.8861111111111111,0.9,0.9305555555555556
15,8,0.875,0.8666666666666667,0.9305555555555556
15,9,0.8555555555555555,0.8611111111111112,0.8958333333333334
15,10,0.8583333333333333,0.875,0.9236111111111112
15,11,0.8861111111111111,0.8888888888888888,0.9513888888888888
15,12,0.8888888888888888,0.8972222222222223,0.9027777777777778
15,13,0.8416666666666667,0.8944444444444445,0.8819444444444444
15,14,0.8611111111111112,0.85,0.9236111111111112
15,15,0.8666666666666667,0.8527777777777777,0.8958333333333334
15,16,0.8777777777777778,0.9055555555555556,0.9375
15,17,0.85,0.8527777777777777,0.8888888888888888
15,18,0.8888888888888888,0.8916666666666667,0.9513888888888888
15,19,0.8861111111111111,0.9027777777777778,0.9513888888888888
15,20,0.8916666666666667,0.9027777777777778,0.9305555555555556
15,21,0.8944444444444445,0.9055555555555556,0.9166666666666666
15,22,0.8611111111111112,0.8416666666666667,0.9375
15,23,0.8861111111111111,0.8583333333333333,0.9097222222222222
15,24,0.8722222222222222,0.8916666666666667,0.9583333333333334
15,25,0.8888888888888888,0.9055555555555556,0.9652777777777778
15,26,0.9055555555555556,0.9027777777777778,0.9166666666666666
15,27,0.8722222222222222,0.875,0.9305555555555556
15,28,0.8888888888888888,0.8722222222222222,0.9305555555555556
15,29,0.8833333333333333,0.8666666666666667,0.9027777777777778
20,0,0.9,0.8888888888888888,0.9652777777777778
20,1,0.8916666666666667,0.8972222222222223,0.9027777777777778
20,2,0.9222222222222223,0.8972222222222223,0.9305555555555556
20,3,0.8833333333333333,0.8972222222222223,0.9236111111111112
20,4,0.8944444444444445,0.9055555555555556,0.9444444444444444
20,5,0.8861111111111111,0.9,0.9513888888888888
20,6,0.9111111111111111,0.8888888888888888,0.9375
20,7,0.9027777777777778,0.8722222222222222,0.9236111111111112
20,8,0.9027777777777778,0.9,0.9444444444444444
20,9,0.9111111111111111,0.9333333333333333,0.9513888888888888
20,10,0.9083333333333333,0.9027777777777778,0.9236111111111112
20,11,0.9361111111111111,0.9361111111111111,0.9444444444444444
20,12,0.9194444444444444,0.8805555555555555,0.9513888888888888
20,13,0.9111111111111111,0.9111111111111111,0.9444444444444444
20,14,0.9027777777777778,0.9194444444444444,0.9236111111111112
20,15,0.8111111111111111,0.8194444444444444,0.8958333333333334
20,16,0.8583333333333333,0.8722222222222222,0.8888888888888888
20,17,0.9027777777777778,0.9055555555555556,0.9583333333333334
20,18,0.875,0.8972222222222223,0.9375
20,19,0.8833333333333333,0.8805555555555555,0.9444444444444444
20,20,0.8972222222222223,0.8916666666666667,0.8819444444444444
20,21,0.9166666666666666,0.9111111111111111,0.9513888888888888
20,22,0.8972222222222223,0.8944444444444445,0.9236111111111112
20,23,0.8777777777777778,0.8888888888888888,0.9444444444444444
20,24,0.8972222222222223,0.8944444444444445,0.9375
20,25,0.9111111111111111,0.9138888888888889,0.9861111111111112
20,26,0.8833333333333333,0.8916666666666667,0.9166666666666666
20,27,0.9027777777777778,0.9083333333333333,0.9583333333333334
20,28,0.9055555555555556,0.9138888888888889,0.9791666666666666
20,29,0.9083333333333333,0.9277777777777778,0.9375
